location,distance(kpc),SMA(au),eccentricity,m1/m_sun,m2/m_sun,SNR(10yr)
ngc6205,6.8,0.25900024,0.63714212,15.420559,15.72338,0.00266657504189176
ngc6453,10.5,0.31549956,0.84449946,9.4306942,7.2883948,0.00261076347456028
ngc6453,10.5,0.31549956,0.84449946,9.4306942,7.2883948,0.00261076347456028
ngc6453,10.5,0.31549956,0.84449946,9.4306942,7.2883948,0.00261076347456028
ngc5986,10,0.41617501,0.77585989,23.661433,14.813345,0.00257933511351609
ngc5272,9.7,1.6175116,0.96291418,17.170748,12.732508,0.00255858643893097
ngc1851,11.7,0.17587604,0.57404087,12.983103,12.469808,0.00253918350643687
ngc6388,10.9,0.43471654,0.79731362,18.130252,18.229019,0.00253441599812923
ngc6388,10.9,0.55217364,0.86645611,14.876425,15.743232,0.0025093254078729
ngc5986,10,1.6175116,0.96291418,17.170748,12.732508,0.00248182884576305
ngc6341,8,0.16966544,0.50335294,11.80755,14.001495,0.00244920452629985
ngc5904,7,0.16819611,0.47700429,13.233085,12.607518,0.00238673289115785
ngc7089,11.1,0.41243186,0.77400969,23.661433,14.813345,0.00234511886163985
ngc5272,9.7,0.28319709,0.62282614,13.287535,28.189085,0.00231134705217984
ngc6139,9.1,0.21547979,0.71238098,7.4806133,11.549954,0.00230748745114167
pal_8,11.7,1.7411963,0.96919062,13.682204,13.469288,0.00229828339431047
pal_8,11.7,1.7411963,0.96919062,13.682204,13.469288,0.00229828339431047
pal_8,11.7,1.7411963,0.96919062,13.682204,13.469288,0.00229828339431047
pal_8,11.7,1.7411963,0.96919062,13.682204,13.469288,0.00229828339431047
pal_8,11.7,1.7411963,0.96919062,13.682204,13.469288,0.00229828339431047
ngc6342,8.6,1.5269102,0.94996013,12.21014,25.721766,0.00229333676069191
ngc1851,11.7,0.31550044,0.75163856,21.892913,9.0703199,0.00229274827026634
ngc5824,32.2,0.19588138,0.71542784,13.755997,10.30256,0.00226562240533815
ngc5824,32.2,0.19588138,0.71542784,13.755997,10.30256,0.00226562240533815
ngc6325,9,0.42729055,0.86113998,12.122015,8.1089325,0.00215786564978469
ngc362,8,0.16819611,0.47700429,13.233085,12.607518,0.00208839127976312
ngc362,8,0.16819611,0.47700429,13.233085,12.607518,0.00208839127976312
ngc6517,10.1,0.21547979,0.71238098,7.4806133,11.549954,0.00207902334706824
ngc6626,5.5,0.28298425,0.71589574,10.525567,11.929645,0.0020336074264555
ngc7078,10,1.0861411,0.90352688,36.76914,15.691612,0.00202987851096033
ngc7089,11.1,0.28319709,0.62282614,13.287535,28.189085,0.00201982580235535
ngc6388,10.9,1.5361336,0.95552025,14.627648,18.254996,0.00197846025875013
Djor2,13.2,0.41243186,0.77400969,23.661433,14.813345,0.00197203177001533
Djor2,13.2,0.41372415,0.77465187,23.661433,14.813345,0.00196577834692409
ngc5272,9.7,0.38388397,0.77961767,14.75027,14.868473,0.00188384238707267
ngc5986,10,0.38388397,0.77961767,14.75027,14.868473,0.00182732711546049
ngc5286,11.3,0.25279791,0.71269758,12.219805,11.154344,0.00181150747634469
ngc362,8,0.36220574,0.78181161,12.376685,12.472309,0.00176978760040557
ngc6341,8,0.36220574,0.78181161,12.376685,12.472309,0.00176978760040557
ngc6341,8,0.36220574,0.78181161,12.376685,12.472309,0.00176978760040557
ngc5286,11.3,0.16966544,0.50335294,11.80755,14.001495,0.00173395010711494
ngc7078,10,0.7851548,0.88832576,17.521699,17.52498,0.00168366793256576
ngc6266,6.6,0.30207739,0.66124971,14.573491,16.022712,0.00167500245251231
ngc5024,18.1,0.87811986,0.92869064,14.129869,14.37533,0.00160557154797555
Djor2,13.2,0.44587558,0.87250019,12.799486,7.329816,0.00159794444527443
Djor2,13.2,0.44587558,0.87250019,12.799486,7.329816,0.00159794444527443
ngc7078,10,0.45624787,0.80193545,13.808987,18.151509,0.00159404713401908
ngc6541,7.2,0.28298425,0.71589574,10.525567,11.929645,0.00155345011743129
ngc6934,14.4,0.4378366,0.80942806,15.699217,15.73559,0.00152502238817157
ngc6934,14.4,0.4378366,0.80942806,15.699217,15.73559,0.00152502238817157
ngc6440,7.5,0.28298425,0.71589574,10.525567,11.929645,0.00149131211273403
ngc6440,7.5,0.28298425,0.71589574,10.525567,11.929645,0.00149131211273403
ngc5286,11.3,0.16819611,0.47700429,13.233085,12.607518,0.00147850710071725
ngc5986,10,0.61395228,0.86514577,17.170748,12.732508,0.00147024726280775
ngc5986,10,0.61395228,0.86514577,17.170748,12.732508,0.00147024726280775
ngc7078,10,0.25252395,0.5974558,15.164972,16.633379,0.0014308368991357
ngc6553,4.1,0.17408804,0.56267535,8.1353533,7.4876934,0.00142738698776951
ngc6205,6.8,0.56540874,0.83996612,12.765775,15.72338,0.00140880944406561
ngc6441,9.2,1.3001978,0.93236553,18.15287,17.880498,0.00136907133477395
ngc104,4.1,0.21286446,0.29295792,18.316075,19.435495,0.00134051403581845
ngc6715,25.4,0.57383723,0.8730501,15.331738,17.243892,0.0013241087966182
ngc6715,25.4,0.58026407,0.87439035,15.331738,17.243892,0.00132072550287503
ngc6388,10.9,0.25252395,0.5974558,15.164972,16.633379,0.00131269440287678
ngc6539,7.5,0.54177984,0.83132902,15.012858,13.586685,0.00129242189631395
ngc5986,10,0.46179028,0.75456675,27.353741,13.36061,0.00124326275803246
ngc6356,13.8,0.16819611,0.47700429,13.233085,12.607518,0.00121066161145688
ngc6388,10.9,0.29018057,0.60066624,18.659415,18.78171,0.00120492819311205
ngc104,4.1,0.25050853,0.45192217,16.353001,16.813279,0.00117427399631735
ngc5824,32.2,0.30774759,0.79347985,12.092682,12.67822,0.00113484656743208
ngc6388,10.9,40.936581,0.99899216,17.682433,15.558146,0.00112741619652054
Djor2,13.2,0.61395228,0.86514577,17.170748,12.732508,0.00111382368394526
ngc6864,17.7,0.16966544,0.50335294,11.80755,14.001495,0.0011069850966327
ngc6266,6.6,0.77459418,0.85951049,17.521699,17.52498,0.00110624726121932
ngc6341,8,0.1962615,0.48663212,13.233085,12.607518,0.00110056125012585
ngc362,8,0.1962615,0.48663212,13.233085,12.607518,0.00110056125012585
ngc104,4.1,0.54992103,0.75769121,17.11813,18.521494,0.00109570554261481
ngc6715,25.4,0.54787084,0.86546015,14.876425,15.743232,0.0010857567600374
ngc1851,11.7,0.38148928,0.81083322,9.9961517,11.522331,0.0010522596325928
ngc5024,18.1,0.36582394,0.71214547,13.492775,26.652668,0.00103423256666875
ngc6388,10.9,0.52995907,0.79481426,19.300925,17.650422,0.00103212018024807
ngc104,4.1,0.74160347,0.82309772,18.235631,18.45329,0.00102178056968644
ngc5024,18.1,1.2785534,0.95675501,10.219846,13.133387,0.00101807262074637
ngc5024,18.1,1.2897597,0.95712503,10.219846,13.133387,0.00101292777801001
ngc5024,18.1,1.2950869,0.95729872,10.219846,13.133387,0.00100968147041176
ngc5024,18.1,1.2950869,0.95729872,10.219846,13.133387,0.00100968147041176
ngc2808,8.9,0.46014698,0.76629318,14.299421,18.693321,0.00100062434027926
ngc6779,9.7,8.7771312,0.99402066,13.755628,14.157936,0.000981518513923232
ngc6779,9.7,8.7771312,0.99402066,13.755628,14.157936,0.000981518513923232
ngc6779,9.7,8.7771312,0.99402066,13.755628,14.157936,0.000981518513923232
ngc5272,9.7,0.56665716,0.84029723,12.765775,15.72338,0.000981360484147058
ngc5272,9.7,0.56792476,0.84063204,12.765775,15.72338,0.000980396682227262
ngc5272,9.7,0.56792476,0.84063204,12.765775,15.72338,0.000980396682227262
ngc6266,6.6,2.5714792,0.96454781,18.35448,17.243892,0.000967183753109418
pal_6,6.2,0.17408804,0.56267535,8.1353533,7.4876934,0.000943917201589514
ngc6171,6,0.44857415,0.74955345,16.60177,13.23256,0.000933005748220036
ngc5904,7,0.74496553,0.88778659,12.258291,11.876429,0.000907526311867611
ngc7078,10,0.46014698,0.76629318,14.299421,18.693321,0.000890555662848541
ngc5272,9.7,0.4672182,0.78222424,17.170748,13.36061,0.000884009892635838
ngc6205,6.8,1.0047078,0.91442612,13.477754,12.765775,0.000883213461525129
ngc5139,4.9,0.7096993,0.72937387,23.030592,35.530384,0.000865431830208485
ngc5986,10,0.46775431,0.78245223,17.170748,13.36061,0.00085927658375395
ngc7089,11.1,0.56938213,0.84101524,12.765775,15.72338,0.000858412282954503
ngc5824,32.2,0.31550044,0.75163856,21.892913,9.0703199,0.000833079340438388
ngc6266,6.6,0.21286446,0.29295792,18.316075,19.435495,0.000832743567705403
ngc6266,6.6,0.21293033,0.29306528,18.316075,19.435495,0.000832046743271364
ngc5286,11.3,0.1962615,0.48663212,13.233085,12.607518,0.000779158407168741
ngc6401,7.2,0.44857415,0.74955345,16.60177,13.23256,0.000777504790183363
ngc7089,11.1,0.46630494,0.78183477,17.170748,13.36061,0.000773257815231173
ngc7089,11.1,0.4672182,0.78222424,17.170748,13.36061,0.000772513149420507
ngc7089,11.1,0.46576554,0.78160409,17.170748,13.36061,0.00077161137014009
ngc6218,5.4,0.49627404,0.74778666,15.699217,15.73559,0.000760970707932068
ngc6218,5.4,0.49627404,0.74778666,15.699217,15.73559,0.000760970707932068
ngc6656,3.1,0.23529998,0.33359757,15.420559,15.72338,0.000757913179532031
ngc5824,32.2,0.74718235,0.9163883,13.066553,12.699006,0.000744539899479942
ngc7078,10,0.36834212,0.68712021,19.16144,13.696489,0.00074298243492771
ngc7078,10,0.36889923,0.68752882,19.16144,13.696489,0.000741675526239312
ngc6656,3.1,0.52590475,0.68253375,23.661433,14.827699,0.000730390429611683
ngc7089,11.1,0.37955313,0.65318666,13.287535,28.189085,0.000727786861809141
Djor2,13.2,0.56938213,0.84101524,12.765775,15.72338,0.000721846692484469
ngc6539,7.5,0.92624118,0.90121018,13.251486,13.600392,0.000721241015963932
ngc6441,9.2,0.27302675,0.58853608,14.299421,14.459922,0.000718122567394116
ngc6441,9.2,0.27321188,0.58875977,14.299421,14.459922,0.000717447598251799
ngc104,4.1,0.41634189,0.6713607,16.577432,14.295169,0.00070216581250584
ngc6569,8.1,0.44857415,0.74955345,16.60177,13.23256,0.000691115369051878
ngc6569,8.1,0.44857415,0.74955345,16.60177,13.23256,0.000691115369051878
ngc6569,8.1,0.44857415,0.74955345,16.60177,13.23256,0.000691115369051878
ngc7078,10,0.76264796,0.84748019,19.055384,18.163575,0.000687313480921397
ngc6266,6.6,0.55022213,0.75781077,17.11813,18.521494,0.000681319341303493
ngc104,4.1,0.67513415,0.7839225,19.077861,16.633379,0.000662333933132666
ngc7078,10,0.27302675,0.58853608,14.299421,14.459922,0.000660672762002586
ngc6715,25.4,0.78677589,0.88854639,17.521699,17.52498,0.000658785398647344
Djor2,13.2,0.46576554,0.78160409,17.170748,13.36061,0.000648855015799621
ngc5897,12.4,5.6515912,0.98541707,23.028445,17.776787,0.000642511821006124
ngc104,4.1,0.62817306,0.8113598,13.572447,13.345892,0.000641717782272782
ngc6356,13.8,0.1962615,0.48663212,13.233085,12.607518,0.000638006521812085
ngc6266,6.6,0.74160347,0.82309772,18.235631,18.45329,0.000634742475108243
ngc6266,6.6,0.62855058,0.79174469,16.660664,18.753754,0.000631564305066607
ngc6388,10.9,0.77958116,0.85809132,17.521699,17.52498,0.000630993209284094
ngc6441,9.2,0.40112381,0.59261026,15.478536,34.201877,0.000620215143832971
ngc2419,90.4,0.63925626,0.88650272,21.190868,17.653018,0.000613235702754203
ngc5986,10,1.0047078,0.91442612,13.477754,12.765775,0.000600585153837088
ngc6760,6.9,0.49627404,0.74778666,15.699217,15.73559,0.000595542293164227
ngc5927,7,0.49627404,0.74778666,15.699217,15.73559,0.000587034546119024
ngc5139,4.9,0.76344126,0.80361064,18.491037,19.746684,0.000568499739203597
ngc6441,9.2,0.27819882,0.33210207,33.919629,18.454936,0.000564519650240598
ngc5286,11.3,0.74496553,0.88778659,12.258291,11.876429,0.000562184440979936
ngc7078,10,0.21270229,0.29269354,18.316075,19.435495,0.000550745811074679
ngc6441,9.2,0.27892064,0.32889586,33.919629,18.454936,0.00054681751159976
terzan5,4.9,1.7166603,0.96321473,7.7120509,8.0410592,0.000532911165657035
terzan5,4.9,1.7166603,0.96321473,7.7120509,8.0410592,0.000532911165657035
terzan5,4.9,1.7166603,0.96321473,7.7120509,8.0410592,0.000532911165657035
terzan5,4.9,1.7166603,0.96321473,7.7120509,8.0410592,0.000532911165657035
terzan5,4.9,1.7166603,0.96321473,7.7120509,8.0410592,0.000532911165657035
ngc6402,8.4,0.85535767,0.88554219,13.569756,13.255773,0.000519889325484004
ngc2808,8.9,0.37159531,0.66691166,14.876425,15.743232,0.000509509688245748
ngc6539,7.5,1.4658257,0.91701033,12.93024,26.342431,0.000508168307977757
ngc2808,8.9,0.55022213,0.75781077,17.11813,18.521494,0.000505248050854276
ngc6864,17.7,0.1962615,0.48663212,13.233085,12.607518,0.000497428813616202
ngc5139,4.9,6.2091537,0.9822237,20.907181,18.951002,0.000464250472048468
ngc6356,13.8,0.74496553,0.88778659,12.258291,11.876429,0.000460339433556034
ngc6553,4.1,1.9742215,0.96619283,8.0082691,7.4214629,0.000434078353529841
ngc1851,11.7,0.72442296,0.87095063,13.217814,12.306877,0.00042702853556013
ngc1851,11.7,0.72442296,0.87095063,13.217814,12.306877,0.00042702853556013
ngc6656,3.1,0.83244485,0.78669132,23.661433,14.827699,0.000424017350471204
ngc2419,90.4,0.79687355,0.86826561,20.557191,37.324913,0.000417143495037762
ngc6388,10.9,0.55022213,0.75781077,17.11813,18.521494,0.000412541986477344
ngc6388,10.9,0.54992103,0.75769121,17.11813,18.521494,0.000412146121534012
ngc6266,6.6,0.67537693,0.78399351,19.077861,16.633379,0.000411719533435489
ngc5139,4.9,0.25707879,0.27420253,18.111268,19.453357,0.000408736228364277
ngc5139,4.9,0.2571246,0.27426239,18.111268,19.453357,0.000408529349357857
ngc5139,4.9,0.25731592,0.27451238,18.111268,19.453357,0.000407667285238178
ngc5139,4.9,0.25742513,0.27465503,18.111268,19.453357,0.000407176498874294
ngc5139,4.9,0.25768614,0.2749959,18.111268,19.453357,0.000406007536307529
ngc6229,28.3,0.61265538,0.80756521,28.193394,15.227818,0.000401839104744995
ngc6229,28.3,0.61265538,0.80756521,28.193394,15.227818,0.000401839104744995
ngc6539,7.5,0.73317421,0.83220776,14.654296,15.839338,0.000401539485431767
ngc6266,6.6,0.62817306,0.8113598,13.572447,13.345892,0.000398642864745213
ngc7078,10,0.43103238,0.69949476,13.287782,18.78171,0.000388248205416466
ngc5824,32.2,0.38148928,0.81083322,9.9961517,11.522331,0.000382342785755768
ngc6266,6.6,0.51381247,0.75329589,13.651348,13.523709,0.000365887647129737
ngc5897,12.4,2.3295069,0.95362869,18.778248,19.414076,0.000359694111371605
ngc2419,90.4,0.60576837,0.86607697,17.528453,19.386538,0.000355862419071809
ngc5139,4.9,0.56178274,0.69687247,17.688723,17.603327,0.000351409899732782
ngc5139,4.9,0.56172346,0.69684464,17.688723,17.603327,0.000351359249893217
ngc6715,25.4,0.46014698,0.76629318,14.299421,18.693321,0.000350612465688402
ngc5139,4.9,0.78354772,0.75220269,21.799685,23.035267,0.000349264845210746
ngc6205,6.8,0.23529998,0.33359757,15.420559,15.72338,0.00034551924361019
ngc6205,6.8,0.23529998,0.33359757,15.420559,15.72338,0.00034551924361019
ngc7078,10,0.35939806,0.61528216,18.163575,14.146424,0.000345367416239444
ngc6254,4.1,1.238445,0.90088905,13.391713,13.537561,0.000341358413514673
ngc6254,4.1,1.238445,0.90088905,13.391713,13.537561,0.000341358413514673
ngc6254,4.1,1.238445,0.90088905,13.391713,13.537561,0.000341358413514673
ngc6254,4.1,1.238445,0.90088905,13.391713,13.537561,0.000341358413514673
ngc6723,8.2,3.1914301,0.97479718,12.708916,12.03303,0.000335976366825527
ngc1851,11.7,0.56512747,0.75388846,13.583355,23.320558,0.000326763343112116
ngc6441,9.2,0.41640139,0.67385966,16.577432,14.295169,0.000322561527698815
ngc6441,9.2,0.41650131,0.67392671,16.577432,14.295169,0.000322469230656728
ngc6656,3.1,0.43765271,0.52562757,28.189085,11.961724,0.000319671011050799
ngc6388,10.9,0.35939806,0.61528216,18.163575,14.146424,0.000316850840586646
ngc6441,9.2,0.41634189,0.6713607,16.577432,14.295169,0.000312921720790646
ngc6254,4.1,0.51550833,0.67549335,15.699217,15.73559,0.000305638654796052
ngc6254,4.1,0.51550833,0.67549335,15.699217,15.73559,0.000305638654796052
ngc2808,8.9,0.67537693,0.78399351,19.077861,16.633379,0.000305320103446542
ngc1851,11.7,0.66513293,0.84020684,12.954063,13.301123,0.000303572316334733
ngc1851,11.7,0.66513293,0.84020684,12.954063,13.301123,0.000303572316334733
ngc2808,8.9,0.67592655,0.78415408,19.077861,16.633379,0.00030288330260463
ngc2808,8.9,0.6757324,0.78409739,19.077861,16.633379,0.000302728745507528
ngc104,4.1,0.67666667,0.7575976,13.808987,18.151509,0.000294216205490038
pal_6,6.2,1.9742215,0.96619283,8.0082691,7.4214629,0.000287051814431024
ngc6934,14.4,0.49627404,0.74778666,15.699217,15.73559,0.000285364015474525
ngc7006,39.5,3.3181158,0.98102023,12.493703,16.704427,0.000285289127363956
ngc5139,4.9,0.73978642,0.74793094,19.819382,19.398191,0.000268529219123253
ngc1261,15.2,0.62767342,0.75609274,28.193394,15.227818,0.000268224447421786
ngc6715,25.4,0.27321188,0.58875977,14.299421,14.459922,0.000259862909603014
ngc2419,90.4,0.26127487,0.56591768,24.931639,18.233254,0.000259810030132829
ngc6553,4.1,0.84324189,0.89254919,7.6232801,8.0076429,0.00025762915840934
ngc6553,4.1,0.84324189,0.89254919,7.6232801,8.0076429,0.00025762915840934
ngc6553,4.1,0.84324189,0.89254919,7.6232801,8.0076429,0.00025762915840934
ngc5946,11.9,0.33003025,0.75505916,8.175512,7.250701,0.000250049931520329
ngc7089,11.1,0.3214219,0.45603444,13.287535,28.189085,0.000249437866048041
ngc6388,10.9,0.67537693,0.78399351,19.077861,16.633379,0.000249298066116901
ngc6388,10.9,0.67513415,0.7839225,19.077861,16.633379,0.000249134782187516
ngc5272,9.7,0.23529998,0.33359757,15.420559,15.72338,0.000242219675932917
ngc6229,28.3,1.155977,0.92226561,14.741909,14.881346,0.000237683286304586
ngc6656,3.1,2.1203188,0.9421364,11.856525,13.000428,0.000235791089189059
ngc5272,9.7,0.52590475,0.68253375,23.661433,14.827699,0.000233423745546002
ngc6218,5.4,0.51550833,0.67549335,15.699217,15.73559,0.000232058978641447
ngc6218,5.4,0.51550833,0.67549335,15.699217,15.73559,0.000232058978641447
ngc6218,5.4,0.51550833,0.67549335,15.699217,15.73559,0.000232058978641447
ngc1851,11.7,0.32642957,0.62853117,12.564578,12.092682,0.000226771225386134
ngc1851,11.7,0.32642957,0.62853117,12.564578,12.092682,0.000226771225386134
ngc5986,10,0.52590475,0.68253375,23.661433,14.827699,0.000226421033179622
ngc5986,10,0.52590475,0.68253375,23.661433,14.827699,0.000226421033179622
ngc2419,90.4,0.277455,0.63416489,19.453357,16.579751,0.000223977875415433
ngc6284,13.8,0.33003025,0.75505916,8.175512,7.250701,0.000215622767035646
ngc5139,4.9,0.82745288,0.75239259,16.224062,25.57847,0.000214664587911368
ngc104,4.1,0.46009445,0.41800547,33.919629,18.454936,0.000209992640000509
Djor2,13.2,0.3214219,0.45603444,13.287535,28.189085,0.000209754569176762
ngc7089,11.1,0.31041864,0.41360653,27.353741,13.36061,0.000205069952257819
ngc6441,9.2,0.81894503,0.82956557,15.044609,16.59853,0.000205022690582341
ngc5024,18.1,1.3696796,0.92496962,16.454392,13.646043,0.000204243133826258
ngc6760,6.9,1.238445,0.90088905,13.391713,13.537561,0.000202836158755095
ngc3201,4.9,1.8740909,0.92948363,13.327209,15.757879,0.00020165458469651
ngc5927,7,1.238445,0.90088905,13.391713,13.537561,0.000199938499344308
ngc6715,25.4,0.27927196,0.32935323,33.919629,18.454936,0.000197444055684922
ngc6266,6.6,0.37954739,0.48561685,18.78171,18.451943,0.000196271230735829
IC1276,8.9,1.4241191,0.90852768,15.482986,16.296487,0.000192062298664768
ngc5139,4.9,0.34651274,0.41768389,17.981941,16.595809,0.000190211323812438
ngc5139,4.9,0.3465777,0.41775485,17.981941,16.595809,0.000190140050113112
ngc6539,7.5,0.40541292,0.62035031,16.740115,12.113751,0.000189985375351125
ngc6273,8.3,0.71794681,0.83525709,11.716495,11.959004,0.000188582233723978
ngc6273,8.3,0.71794681,0.83525709,11.716495,11.959004,0.000188582233723978
ngc6760,6.9,0.51550833,0.67549335,15.699217,15.73559,0.000181611374588958
ngc6760,6.9,0.51550833,0.67549335,15.699217,15.73559,0.000181611374588958
ngc5927,7,0.51550833,0.67549335,15.699217,15.73559,0.000179016926380545
ngc6205,6.8,0.53492002,0.73458026,12.799486,12.558685,0.000176400226559702
ngc6144,9.8,1.4241191,0.90852768,15.482986,16.296487,0.000174423924297595
Djor2,13.2,0.2410509,0.34814946,15.420559,15.72338,0.000174032854484506
Djor2,13.2,0.2410509,0.34814946,15.420559,15.72338,0.000174032854484506
Djor2,13.2,0.52590475,0.68253375,23.661433,14.827699,0.000171531085742138
ngc5024,18.1,2.4138191,0.96253354,13.68808,14.004409,0.00017089387197483
pal_6,6.2,0.84324189,0.89254919,7.6232801,8.0076429,0.000170367669270693
pal_6,6.2,0.84324189,0.89254919,7.6232801,8.0076429,0.000170367669270693
ngc6402,8.4,0.40541292,0.62035031,16.740115,12.113751,0.000169629799420647
pal_6,6.2,0.58339861,0.83764583,7.5571805,7.5095533,0.000165571812911912
ngc6541,7.2,0.52628996,0.75406618,11.22805,11.259788,0.000165290226799123
ngc6541,7.2,0.52628996,0.75406618,11.22805,11.259788,0.000165290226799123
ngc6440,7.5,0.52628996,0.75406618,11.22805,11.259788,0.000158678617727158
ngc5824,32.2,0.72442296,0.87095063,13.217814,12.306877,0.000155162542424023
ngc5986,10,4.9061758,0.9815947,13.459058,12.725943,0.000153594591434956
ngc5024,18.1,0.80349379,0.85021263,16.671852,13.106507,0.000153107637542413
ngc6535,6.6,1.3056876,0.89185509,15.629796,13.550733,0.000151266755955314
ngc6535,6.6,1.3056876,0.89185509,15.629796,13.550733,0.000151266755955314
ngc6535,6.6,1.3056876,0.89185509,15.629796,13.550733,0.000151266755955314
ngc7089,11.1,0.23518957,0.27543741,15.420559,15.72338,0.000150777930079289
ngc5897,12.4,4.3455811,0.97281773,18.218818,19.181336,0.000150057441333887
ngc5897,12.4,4.3455811,0.97281773,18.218818,19.181336,0.000150057441333887
ngc6539,7.5,0.71656619,0.81963811,11.716495,11.959004,0.000148282685739826
ngc6715,25.4,0.54632645,0.76733177,17.832046,14.4228,0.000147708633530918
ngc2808,8.9,0.37966757,0.4875162,18.78171,18.451943,0.00014758668143728
ngc2808,8.9,0.37973369,0.48758048,18.78171,18.451943,0.000147542787363809
ngc2808,8.9,0.37988196,0.48772459,18.78171,18.451943,0.000147444475243201
ngc2808,8.9,0.38020132,0.48803475,18.78171,18.451943,0.00014723317494005
ngc2808,8.9,0.37954739,0.48561685,18.78171,18.451943,0.000145549452006345
ngc6229,28.3,0.62767342,0.75609274,28.193394,15.227818,0.000144064014162938
ngc7089,11.1,0.72900372,0.75538872,26.285847,14.04078,0.000143896038888961
ngc6441,9.2,0.38001313,0.48785203,18.78171,18.451943,0.000142552484192252
ngc6441,9.2,0.38008353,0.48792039,18.78171,18.451943,0.00014250741457497
ngc6441,9.2,0.38015593,0.48799068,18.78171,18.451943,0.000142461100246243
ngc6441,9.2,0.3802393,0.48807161,18.78171,18.451943,0.000142407818760676
ngc6441,9.2,0.38033619,0.48816563,18.78171,18.451943,0.000142345940665348
ngc5024,18.1,0.95317045,0.86914736,15.337509,15.78386,0.000140076019948532
ngc104,4.1,0.31774822,0.31215981,14.103408,18.521494,0.000139489658199721
ngc6273,8.3,0.6589438,0.76496556,14.261394,14.872781,0.000137150772212282
ngc6273,8.3,0.6589438,0.76496556,14.261394,14.872781,0.000137150772212282
ngc5139,4.9,0.87773548,0.74595505,19.312623,21.289212,0.000136472955682691
ngc6715,25.4,1.6554023,0.90130243,36.87113,18.840817,0.000135087463729618
ngc5634,24.6,1.4094242,0.92719894,14.918501,14.197829,0.000134115714395179
ngc5634,24.6,1.4094242,0.92719894,14.918501,14.197829,0.000134115714395179
ngc5634,24.6,1.4094242,0.92719894,14.918501,14.197829,0.000134115714395179
ngc6273,8.3,0.71656619,0.81963811,11.716495,11.959004,0.000133990378680566
ngc5986,10,0.83244485,0.78669132,23.661433,14.827699,0.000131445378646073
ngc7078,10,0.37994952,0.48779023,18.78171,18.451943,0.000131185752596495
ngc7078,10,0.38008353,0.48792039,18.78171,18.451943,0.000131106821408972
ngc7078,10,0.38020132,0.48803475,18.78171,18.451943,0.000131037525696645
ngc6139,9.1,0.52628996,0.75406618,11.22805,11.259788,0.000130779080544361
ngc5986,10,0.48511708,0.58844169,28.189085,11.961724,0.00012803062567279
ngc5986,10,0.48511708,0.58844169,28.189085,11.961724,0.00012803062567279
ngc5024,18.1,1.0043022,0.89638623,14.431527,10.219846,0.000125734300166208
ngc5139,4.9,0.65839913,0.57604414,24.711682,25.741514,0.000122622925728543
ngc6388,10.9,0.37984131,0.48768509,18.78171,18.451943,0.000120412442454518
ngc6388,10.9,0.38043858,0.48826496,18.78171,18.451943,0.000120090061517257
ngc6539,7.5,3.6652835,0.96635927,15.569586,14.589496,0.000119039346473877
ngc6388,10.9,0.37954739,0.48561685,18.78171,18.451943,0.000118843130537291
ngc5824,32.2,0.56512747,0.75388846,13.583355,23.320558,0.000118730779950676
Djor2,13.2,4.9061758,0.9815947,13.459058,12.725943,0.000116359538965876
ngc6656,3.1,0.5451504,0.63839773,12.799486,12.558685,0.000109795774044096
ngc6316,10.9,0.52628996,0.75406618,11.22805,11.259788,0.000109182535133366
ngc5139,4.9,0.63671039,0.61497583,19.408355,20.3093,0.000107050669376817
ngc2808,8.9,0.71014573,0.73928922,19.250813,15.527722,0.000105471614648485
ngc7078,10,0.71953548,0.74686658,19.250813,15.527722,0.000102469034397833
ngc5272,9.7,0.43765271,0.52562757,28.189085,11.961724,0.000102162900438915
ngc7078,10,0.61400574,0.68407923,17.924384,17.61295,0.000101967675382198
Djor1,8.8,2.0451788,0.93274856,13.664566,16.528429,0.000100969655033007
ngc6934,14.4,1.238445,0.90088905,13.391713,13.537561,9.71923260701498E-05
Djor2,13.2,0.48511708,0.58844169,28.189085,11.961724,9.69928982369617E-05
ngc6205,6.8,0.30913743,0.3710885,13.167592,15.72338,9.45941852924023E-05
ngc6388,10.9,0.61400574,0.68407923,17.924384,17.61295,9.35483260387138E-05
ngc5986,10,0.46898742,0.55491627,28.189085,11.961724,9.3232272222078E-05
ngc2419,90.4,0.23314208,0.40046899,18.663116,21.232353,9.30125384698181E-05
ngc6779,9.7,0.47477316,0.63864641,14.157936,14.432596,9.24903060056939E-05
ngc6779,9.7,0.47502353,0.63793821,14.157936,14.432596,9.17104491282205E-05
ngc7089,11.1,0.43765271,0.52562757,28.189085,11.961724,8.92774895727457E-05
ngc6934,14.4,0.51550833,0.67549335,15.699217,15.73559,8.70221169905425E-05
ngc6266,6.6,0.317623,0.31201933,14.103408,18.521494,8.67410355959251E-05
ngc6266,6.6,0.31767706,0.31207998,14.103408,18.521494,8.67028647934153E-05
ngc6266,6.6,0.31776588,0.31217963,14.103408,18.521494,8.66402214876318E-05
ngc6266,6.6,0.31776588,0.31217963,14.103408,18.521494,8.66402214876318E-05
ngc4372,4.6,0.99355586,0.79105039,19.649867,13.359183,8.54238508336214E-05
ngc4372,4.6,0.99355586,0.79105039,19.649867,13.359183,8.54238508336214E-05
ngc6626,5.5,0.86180007,0.79597774,21.910172,7.6559795,8.47703939974254E-05
ngc6779,9.7,0.47997975,0.63059002,14.157936,14.432596,8.32933347447218E-05
