location,distance(kpc),SMA(au),eccentricity,m1/m_sun,m2/m_sun,SNR(10yr)
ngc2808,8.9,0.66456222,0.70194084,13.665796,20.557681,8.00901452352761E-05
ngc6584,12.5,1.8740909,0.92948363,13.327209,15.757879,7.90485972010318E-05
ngc6388,10.9,1.387081,0.86900041,18.493715,19.435495,7.81974329450118E-05
ngc5272,9.7,2.1203188,0.9421364,11.856525,13.000428,7.53559151016581E-05
ngc7078,10,1.4671676,0.89556744,13.901886,16.134465,7.41871029204763E-05
ngc6341,8,0.23305255,0.16729033,13.233085,12.607518,6.98752369861752E-05
ngc6341,8,0.23305255,0.16729033,13.233085,12.607518,6.98752369861752E-05
ngc362,8,0.23305255,0.16729033,13.233085,12.607518,6.98752369861752E-05
ngc6341,8,0.23305255,0.16729033,13.233085,12.607518,6.98752369861752E-05
ngc6656,3.1,0.55365511,0.61865033,12.799486,12.558685,6.97529332438116E-05
ngc6266,6.6,4.8931035,0.96985111,18.026566,14.564588,6.91002597477097E-05
ngc5272,9.7,0.30909458,0.37103656,13.167592,15.72338,6.63339959855278E-05
ngc7089,11.1,2.1203188,0.9421364,11.856525,13.000428,6.58515654491967E-05
ngc6656,3.1,0.56071004,0.48885513,27.353741,13.36061,6.58417788704617E-05
ngc6388,10.9,0.66459739,0.70195461,13.665796,20.557681,6.54008153715268E-05
ngc6541,7.2,0.86180007,0.79597774,21.910172,7.6559795,6.47551620813667E-05
ngc7089,11.1,0.61921695,0.63884888,23.661433,14.827699,5.97796013617966E-05
ngc7089,11.1,0.30909458,0.37103656,13.167592,15.72338,5.79675460414072E-05
ngc7078,10,0.31746519,0.31184224,14.103408,18.521494,5.73227316550789E-05
ngc7078,10,0.31751958,0.31190328,14.103408,18.521494,5.72973297928984E-05
ngc7078,10,0.31758729,0.31197926,14.103408,18.521494,5.7265734102048E-05
ngc6402,8.4,0.72590151,0.75772794,11.519528,14.579108,5.68317180276052E-05
ngc5897,12.4,4.5201915,0.96732347,18.310644,18.168668,5.62978824308451E-05
ngc104,4.1,0.41116144,0.38207026,14.866223,15.995417,5.47938073342764E-05
ngc5897,12.4,2.5140198,0.92777072,18.876215,21.626399,5.47644063251782E-05
ngc2419,90.4,0.45212884,0.68637673,20.02995,18.71377,5.47031784031871E-05
ngc6981,16.2,1.9160968,0.92647,13.73585,16.660872,5.3821069483897E-05
ngc104,4.1,0.64349416,0.65930354,13.572447,13.345892,5.31872693208137E-05
ngc4372,4.6,0.99355077,0.76803025,19.649867,13.359183,5.31285249297903E-05
ngc6715,25.4,0.49441356,0.65795214,18.163575,14.181332,5.26965531937934E-05
ngc5139,4.9,2.8012482,0.92094896,20.465524,18.283373,5.26634285072357E-05
ngc6388,10.9,0.31746519,0.31184224,14.103408,18.521494,5.25896620688798E-05
ngc6715,25.4,0.37979164,0.48763682,18.78171,18.451943,5.1684597163515E-05
ngc6715,25.4,0.38015593,0.48799068,18.78171,18.451943,5.16000835537573E-05
ngc6715,25.4,0.38020132,0.48803475,18.78171,18.451943,5.15895770459231E-05
ngc6539,7.5,0.97250868,0.81594499,13.410129,13.310463,5.1579136409124E-05
ngc6539,7.5,0.97250868,0.81594499,13.410129,13.310463,5.1579136409124E-05
ngc6205,6.8,0.54517773,0.64074706,12.799486,12.558685,5.15407222887544E-05
ngc2808,8.9,4.8931035,0.96985111,18.026566,14.564588,5.12428892511106E-05
ngc6139,9.1,0.86180007,0.79597774,21.910172,7.6559795,5.12348535149275E-05
ngc6139,9.1,0.86180007,0.79597774,21.910172,7.6559795,5.12348535149275E-05
ngc6139,9.1,0.86180007,0.79597774,21.910172,7.6559795,5.12348535149275E-05
ngc6553,4.1,0.47219864,0.67541873,8.2152713,7.417933,5.02435193502034E-05
ngc5286,11.3,0.23305255,0.16729033,13.233085,12.607518,4.94691943264958E-05
ngc2419,90.4,0.59683818,0.71759912,19.561224,29.350005,4.72297079808779E-05
ngc6517,10.1,0.86180007,0.79597774,21.910172,7.6559795,4.61620957411723E-05
ngc6517,10.1,0.86180007,0.79597774,21.910172,7.6559795,4.61620957411723E-05
ngc6517,10.1,0.86180007,0.79597774,21.910172,7.6559795,4.61620957411723E-05
ngc6539,7.5,0.59609624,0.63577187,14.579108,14.892593,4.51679115249545E-05
ngc6539,7.5,0.59609624,0.63577187,14.579108,14.892593,4.51679115249545E-05
ngc5053,16,4.3273901,0.9641378,19.040015,19.242715,4.34324110399645E-05
ngc4833,5.7,0.99355077,0.76803025,19.649867,13.359183,4.28756516977255E-05
ngc4833,5.7,0.99355077,0.76803025,19.649867,13.359183,4.28756516977255E-05
ngc2419,90.4,0.43249779,0.64218827,20.564208,19.059776,4.23318364555074E-05
ngc6388,10.9,4.8931035,0.96985111,18.026566,14.564588,4.18405242509068E-05
ngc5139,4.9,2.4298461,0.89799594,21.146387,19.340175,4.1739134746856E-05
ngc6341,8,1.4068078,0.89247161,13.24974,9.6357895,4.16567771730532E-05
ngc6341,8,1.4068078,0.89247161,13.24974,9.6357895,4.16567771730532E-05
ngc362,8,1.4068078,0.89247161,13.24974,9.6357895,4.16567771730532E-05
ngc6341,8,1.4068078,0.89247161,13.24974,9.6357895,4.16567771730532E-05
ngc5139,4.9,2.7040574,0.89135027,35.530384,18.315832,4.16084554491372E-05
ngc6402,8.4,0.63100587,0.61974388,17.078912,17.415366,4.14963382643587E-05
ngc6441,9.2,0.89891824,0.73507348,18.04307,19.574473,4.07776911113727E-05
ngc5139,4.9,0.59220686,0.56073948,17.748389,17.261767,4.07245076733115E-05
ngc6356,13.8,0.23305255,0.16729033,13.233085,12.607518,4.05073837601016E-05
ngc6254,4.1,1.2511673,0.82317697,14.12582,14.260061,4.00994014825039E-05
ngc6254,4.1,1.2511673,0.82317697,14.12582,14.260061,4.00994014825039E-05
ngc6254,4.1,1.2511673,0.82317697,14.12582,14.260061,4.00994014825039E-05
ngc6254,4.1,1.2511673,0.82317697,14.12582,14.260061,4.00994014825039E-05
ngc4590,9.9,0.99355586,0.79105039,19.649867,13.359183,3.96918902863291E-05
ngc5986,10,0.90600679,0.78422061,13.262229,16.15666,3.86580528308649E-05
ngc6539,7.5,0.6371802,0.61986971,17.078912,17.415366,3.83873327132107E-05
ngc6539,7.5,0.63711641,0.61983836,17.078912,17.415366,3.83750977377842E-05
ngc7078,10,0.89891824,0.73507348,18.04307,19.574473,3.75154758224629E-05
ngc2419,90.4,0.32937141,0.45125766,19.267521,24.952389,3.65766135679334E-05
ngc6626,5.5,0.35539368,0.490284,12.887834,6.4604481,3.56606332024223E-05
ngc6441,9.2,0.76565074,0.68859289,19.073049,16.576536,3.55773366885042E-05
ngc104,4.1,0.59821671,0.53956736,17.104374,18.781211,3.51523050611387E-05
ngc5272,9.7,0.5451504,0.63839773,12.799486,12.558685,3.50893710862576E-05
ngc6539,7.5,0.63459951,0.61343172,17.078912,17.415366,3.49397489350514E-05
ngc2808,8.9,1.1116411,0.78086227,19.300925,18.88678,3.47572848909904E-05
ngc2808,8.9,1.1113952,0.78081803,19.300925,18.88678,3.47362268985978E-05
ngc6266,6.6,0.41118215,0.38208922,14.866223,15.995417,3.4034843318029E-05
ngc6441,9.2,1.111745,0.78088096,19.300925,18.88678,3.36325034558967E-05
ngc6441,9.2,1.1116703,0.78086754,19.300925,18.88678,3.36263273777768E-05
ngc6441,9.2,1.1116061,0.78085598,19.300925,18.88678,3.36210002349021E-05
ngc6441,9.2,1.1115504,0.78084595,19.300925,18.88678,3.36163785242172E-05
ngc6441,9.2,1.1114962,0.7808362,19.300925,18.88678,3.36118892089255E-05
ngc1851,11.7,0.40164826,0.60206512,9.9961517,9.109832,3.33457634635053E-05
ngc5053,16,2.9206455,0.9380934,19.040015,19.242715,3.24777950427158E-05
ngc5024,18.1,0.73105177,0.75249561,12.05353,16.938675,3.24578457196272E-05
ngc6205,6.8,0.55365511,0.61865033,12.799486,12.558685,3.17991313317376E-05
ngc6205,6.8,0.55365511,0.61865033,12.799486,12.558685,3.17991313317376E-05
ngc6864,17.7,0.23305255,0.16729033,13.233085,12.607518,3.15820280163504E-05
ngc6273,8.3,0.63459951,0.61343172,17.078912,17.415366,3.15720622907091E-05
ngc4372,4.6,3.1218235,0.9218914,18.916539,18.815032,3.14256245840762E-05
ngc4372,4.6,3.1218235,0.9218914,18.916539,18.815032,3.14256245840762E-05
ngc6402,8.4,0.63459951,0.61343172,17.078912,17.415366,3.11962044062959E-05
ngc6402,8.4,0.63459951,0.61343172,17.078912,17.415366,3.11962044062959E-05
ngc7078,10,1.1119418,0.78091636,19.300925,18.88678,3.09569073575331E-05
ngc7078,10,1.1116411,0.78086227,19.300925,18.88678,3.09339835529815E-05
ngc7078,10,1.1115504,0.78084595,19.300925,18.88678,3.09270682422798E-05
ngc7078,10,1.1114472,0.78082739,19.300925,18.88678,3.09192076953167E-05
ngc5286,11.3,1.4068078,0.89247161,13.24974,9.6357895,2.94915236623386E-05
Djor2,13.2,0.90600679,0.78422061,13.262229,16.15666,2.92864036597462E-05
IC4499,17.6,5.4710492,0.96660402,32.351039,14.382606,2.86783985226837E-05
IC4499,17.6,5.4710492,0.96660402,32.351039,14.382606,2.86783985226837E-05
ngc6388,10.9,1.1118239,0.78089515,19.300925,18.88678,2.83925837168568E-05
ngc7078,10,0.7267914,0.59735623,15.261783,32.031457,2.81000286231165E-05
ngc5897,12.4,5.4323064,0.9668445,18.778248,19.414076,2.67349426455804E-05
IC4499,17.6,2.0249008,0.91427865,15.011604,17.087669,2.57172751304568E-05
IC4499,17.6,2.0249008,0.91427865,15.011604,17.087669,2.57172751304568E-05
ngc4833,5.7,3.1218235,0.9218914,18.916539,18.815032,2.53610303660966E-05
ngc2808,8.9,0.41118215,0.38208922,14.866223,15.995417,2.52393220111226E-05
ngc6626,5.5,1.2162318,0.84891392,11.22805,9.7505156,2.48069593732927E-05
ngc4590,9.9,0.99355077,0.76803025,19.649867,13.359183,2.46859812805086E-05
ngc2808,8.9,0.51039535,0.26221321,19.021981,34.961552,2.44564105867934E-05
ngc6356,13.8,1.4068078,0.89247161,13.24974,9.6357895,2.41488563322048E-05
ngc3201,4.9,1.6765487,0.81103701,16.157334,32.242352,2.38355701056337E-05
ngc6760,6.9,1.2511673,0.82317697,14.12582,14.260061,2.3827180591053E-05
ngc5927,7,1.2511673,0.82317697,14.12582,14.260061,2.34867922968951E-05
ngc6266,6.6,0.60093118,0.54399576,17.104374,18.781211,2.34168247546123E-05
ngc6266,6.6,0.60093118,0.54399576,17.104374,18.781211,2.34168247546123E-05
ngc7078,10,0.84671029,0.70101992,20.260001,15.112658,2.30733602500968E-05
ngc6715,25.4,0.31749408,0.31187466,14.103408,18.521494,2.25626912068294E-05
ngc6715,25.4,0.317623,0.31201933,14.103408,18.521494,2.25390092493349E-05
ngc5272,9.7,0.55365511,0.61865033,12.799486,12.558685,2.22921745418367E-05
ngc2419,90.4,0.25731592,0.27451238,18.111268,19.453357,2.20970099299455E-05
ngc2419,90.4,0.25742513,0.27465503,18.111268,19.453357,2.20704075717261E-05
ngc4372,4.6,3.1588452,0.91698412,18.916539,18.815032,2.19159687375002E-05
ngc4372,4.6,3.1588452,0.91698412,18.916539,18.815032,2.19159687375002E-05
ngc6139,9.1,0.35539368,0.490284,12.887834,6.4604481,2.1553129957508E-05
ngc5272,9.7,0.56071004,0.48885513,27.353741,13.36061,2.1042217989529E-05
ngc7078,10,0.73375142,0.6742225,15.044609,16.59853,2.10014337127191E-05
ngc6388,10.9,0.41116144,0.38207026,14.866223,15.995417,2.061051468537E-05
ngc6388,10.9,0.41118215,0.38208922,14.866223,15.995417,2.06082537522011E-05
ngc7089,11.1,0.55362197,0.61863155,12.799486,12.558685,1.94772392640056E-05
ngc6517,10.1,0.35539368,0.490284,12.887834,6.4604481,1.94191566943884E-05
ngc104,4.1,6.6156604,0.96800126,16.576535,14.342606,1.91781490090179E-05
ngc6541,7.2,1.2162318,0.84891392,11.22805,9.7505156,1.89497606323763E-05
ngc6541,7.2,1.2162318,0.84891392,11.22805,9.7505156,1.89497606323763E-05
ngc7078,10,0.58504648,0.59063361,13.73877,16.552815,1.88824736484072E-05
ngc6864,17.7,1.4068078,0.89247161,13.24974,9.6357895,1.88279218861258E-05
ngc7089,11.1,0.56071004,0.48885513,27.353741,13.36061,1.83882445494082E-05
ngc5139,4.9,2.7056793,0.8995051,18.89205,18.571621,1.83867304808973E-05
ngc6441,9.2,1.8591766,0.86685338,19.073049,17.314243,1.82791391096147E-05
ngc6440,7.5,1.2162318,0.84891392,11.22805,9.7505156,1.81917702070813E-05
ngc6981,16.2,1.8278308,0.89746376,13.327209,15.757879,1.65036440640696E-05
ngc6205,6.8,1.1008838,0.79031795,12.799486,13.93022,1.63048629556375E-05
ngc6273,8.3,1.7553232,0.87570616,14.654296,13.409772,1.58712056528148E-05
ngc2419,90.4,0.58408255,0.60006285,25.639091,23.951437,1.56091100956258E-05
ngc6402,8.4,0.60352254,0.58989405,16.839562,12.153271,1.50848844010378E-05
ngc6362,7.2,14.467183,0.98934531,13.362604,14.746642,1.5067981092744E-05
ngc6139,9.1,1.2162318,0.84891392,11.22805,9.7505156,1.49932172036384E-05
ngc4590,9.9,3.1218235,0.9218914,18.916539,18.815032,1.4601805362298E-05
ngc4590,9.9,3.1218235,0.9218914,18.916539,18.815032,1.4601805362298E-05
ngc6539,7.5,1.1484614,0.79938101,12.827571,13.165612,1.36023332174144E-05
ngc6441,9.2,1.5816296,0.82834256,19.250813,17.830175,1.34697882138669E-05
ngc288,8.1,14.467183,0.98934531,13.362604,14.746642,1.3393760971328E-05
ngc288,8.1,14.467183,0.98934531,13.362604,14.746642,1.3393760971328E-05
ngc6441,9.2,1.4883951,0.82234832,17.424536,17.69228,1.32843448940133E-05
Rup106,20.3,3.9027648,0.95321926,17.070299,16.449361,1.31106416268152E-05
Rup106,20.3,3.9027648,0.95321926,17.070299,16.449361,1.31106416268152E-05
Rup106,20.3,3.9027648,0.95321926,17.070299,16.449361,1.31106416268152E-05
Rup106,20.3,3.9027648,0.95321926,17.070299,16.449361,1.31106416268152E-05
ngc3201,4.9,2.9640772,0.91174031,16.157334,16.454592,1.2697061859824E-05
ngc6715,25.4,0.58664736,0.62620249,13.73877,16.552815,1.26893868851687E-05
ngc6316,10.9,1.2162318,0.84891392,11.22805,9.7505156,1.25172730782669E-05
ngc6273,8.3,1.1484614,0.79938101,12.827571,13.165612,1.22912649554949E-05
ngc5139,4.9,1.2720696,0.75125924,20.136842,19.073103,1.21863842314436E-05
ngc6715,25.4,1.1116411,0.78086227,19.300925,18.88678,1.21787336822762E-05
ngc6715,25.4,1.1116061,0.78085598,19.300925,18.88678,1.21776851244527E-05
ngc6402,8.4,1.1484614,0.79938101,12.827571,13.165612,1.21449403726914E-05
ngc6402,8.4,1.1484614,0.79938101,12.827571,13.165612,1.21449403726914E-05
ngc6266,6.6,6.6156604,0.96800126,16.576535,14.342606,1.19136986268141E-05
ngc5824,32.2,0.25293774,0.30020136,12.621671,8.533017,1.1699040364984E-05
ngc6934,14.4,1.2511673,0.82317697,14.12582,14.260061,1.14171906998796E-05
ngc2808,8.9,3.506328,0.92773804,18.650058,17.767516,1.10653462197112E-05
ngc7078,10,1.2347139,0.75821137,20.539028,19.399283,1.07646559687257E-05
ngc7089,11.1,1.7448711,0.86450476,14.169977,16.356247,1.07441299366263E-05
ngc3201,4.9,2.4583534,0.8616633,15.491792,32.074982,1.05086763404761E-05
ngc3201,4.9,2.4583534,0.8616633,15.491792,32.074982,1.05086763404761E-05
ngc6723,8.2,5.6091158,0.96504352,13.627248,14.059795,1.03414006818328E-05
ngc6723,8.2,5.6091158,0.96504352,13.627248,14.059795,1.03414006818328E-05
ngc6723,8.2,5.6091158,0.96504352,13.627248,14.059795,1.03414006818328E-05
ngc6723,8.2,5.6091158,0.96504352,13.627248,14.059795,1.03414006818328E-05
ngc2419,90.4,0.34651274,0.41768389,17.981941,16.595809,1.03101270650547E-05
ngc2419,90.4,0.3465777,0.41775485,17.981941,16.595809,1.0306263778255E-05
ngc4590,9.9,3.1588452,0.91698412,18.916539,18.815032,1.01831773931819E-05
ngc5139,4.9,0.97887198,0.67856948,19.719157,16.233234,1.00768579147534E-05
ngc2419,90.4,0.44871165,0.43514287,25.374605,22.537887,9.9361700782008E-06
ngc6656,3.1,1.6583816,0.78375103,28.189085,16.15666,9.89498581310867E-06
ngc3201,4.9,1.2812372,0.78281065,12.809666,16.660872,9.59395650707422E-06
ngc5904,7,1.8364781,0.88643577,12.291346,9.6184458,9.27453768847464E-06
pal_11,11.9,14.467183,0.98934531,13.362604,14.746642,9.1167616695594E-06
pal_11,11.9,14.467183,0.98934531,13.362604,14.746642,9.1167616695594E-06
Djor2,13.2,1.7448711,0.86450476,14.169977,16.356247,9.03483653761753E-06
ngc5634,24.6,3.3021627,0.94526165,14.592156,15.276167,8.84708678327314E-06
ngc5634,24.6,3.3021627,0.94526165,14.592156,15.276167,8.84708678327314E-06
ngc2419,90.4,0.76577926,0.66225816,25.639091,23.951437,8.45261934484096E-06
ngc5986,10,0.52596351,0.43390503,23.661433,14.827699,8.39878742728993E-06
ngc7078,10,0.71913607,0.59995147,17.871719,15.740976,8.34583687759692E-06
ngc362,8,1.8364781,0.88643577,12.291346,9.6184458,8.11522047741531E-06
ngc362,8,1.8364781,0.88643577,12.291346,9.6184458,8.11522047741531E-06
ngc6496,10.9,5.6091158,0.96504352,13.627248,14.059795,7.77976932027792E-06
ngc6441,9.2,0.40934829,0.17298024,13.954954,17.04239,7.75394820429987E-06
ngc6539,7.5,1.805383,0.84694727,15.560687,16.319149,7.6329431807127E-06
ngc7089,11.1,0.52596351,0.43390503,23.661433,14.827699,7.56647515972066E-06
ngc6553,4.1,0.65029357,0.66487183,7.9409435,8.2152713,7.44836435774914E-06
ngc6553,4.1,0.65029357,0.66487183,7.9409435,8.2152713,7.44836435774914E-06
ngc6981,16.2,1.6765487,0.81103701,16.157334,32.242352,7.20952429121019E-06
ngc6981,16.2,1.6765487,0.81103701,16.157334,32.242352,7.20952429121019E-06
ngc6981,16.2,1.6765487,0.81103701,16.157334,32.242352,7.20952429121019E-06
ngc6981,16.2,1.6765487,0.81103701,16.157334,32.242352,7.20952429121019E-06
ngc2419,90.4,1.8066349,0.89818898,19.103028,18.474321,7.20315610068016E-06
ngc7006,39.5,4.8157719,0.96554354,16.314056,15.173316,6.76730482540249E-06
Djor2,13.2,0.52596351,0.43390503,23.661433,14.827699,6.36271774794692E-06
ngc6388,10.9,0.41041027,0.16906257,13.954954,17.04239,6.35632079829566E-06
ngc5024,18.1,1.0606849,0.75789765,16.454392,14.555841,6.17881668818166E-06
ngc1851,11.7,0.35876148,0.14743855,12.983103,13.301123,6.05693612537094E-06
ngc6273,8.3,2.8723086,0.91201538,15.35821,13.313617,5.70063278065626E-06
ngc6273,8.3,2.8723086,0.91201538,15.35821,13.313617,5.70063278065626E-06
Rup106,20.3,21.085346,0.99279598,16.36802,14.363192,5.65262628696045E-06
ngc6553,4.1,0.79600876,0.72274489,7.5176178,8.1843712,5.25104876061585E-06
ngc6441,9.2,2.93134,0.90058251,17.497302,18.585893,5.20900935384868E-06
ngc5904,7,0.24462289,0.14593803,5.870606,6.3775923,5.16879114516296E-06
ngc5904,7,0.24462289,0.14593803,5.870606,6.3775923,5.16879114516296E-06
ngc5904,7,0.24462289,0.14593803,5.870606,6.3775923,5.16879114516296E-06
ngc5024,18.1,0.81637854,0.69121522,13.261346,14.271838,5.02026247405544E-06
ngc6760,6.9,72.87534,0.99776333,14.260295,16.283503,4.93576061211519E-06
pal_6,6.2,0.65029357,0.66487183,7.9409435,8.2152713,4.92553126883411E-06
pal_6,6.2,0.65029357,0.66487183,7.9409435,8.2152713,4.92553126883411E-06
ngc5927,7,72.87534,0.99776333,14.260295,16.283503,4.86524974622783E-06
ngc7078,10,0.78739061,0.59239756,18.770785,18.61319,4.84975099293804E-06
ngc6626,5.5,1.7004084,0.8754059,10.304742,7.0332032,4.76783758531117E-06
ngc5904,7,0.76685214,0.64644375,12.376685,12.472309,4.73654905544273E-06
ngc5466,16.3,2.2040732,0.83376295,30.816547,25.724645,4.71456784888001E-06
ngc5466,16.3,2.2040732,0.83376295,30.816547,25.724645,4.71456784888001E-06
ngc6356,13.8,1.8364781,0.88643577,12.291346,9.6184458,4.70447563908134E-06
ngc6356,13.8,1.8364781,0.88643577,12.291346,9.6184458,4.70447563908134E-06
ngc362,8,0.24462289,0.14593803,5.870606,6.3775923,4.52269225201759E-06
ngc6341,8,0.24464193,0.14537925,5.870606,6.3775923,4.5112092079769E-06
ngc104,4.1,0.53505693,0.39500804,16.022712,18.449549,4.35628385400548E-06
ngc362,8,0.76685214,0.64644375,12.376685,12.472309,4.14448042351239E-06
ngc362,8,0.76685214,0.64644375,12.376685,12.472309,4.14448042351239E-06
ngc104,4.1,0.58101883,0.34659123,34.604231,14.761431,3.88376056317413E-06
ngc1851,11.7,2.0395234,0.88566894,10.547829,13.018791,3.80865385430494E-06
ngc6205,6.8,0.59773755,0.42809358,26.285847,14.04078,3.71297744125949E-06
ngc6864,17.7,1.8364781,0.88643577,12.291346,9.6184458,3.66789626097867E-06
ngc6864,17.7,1.8364781,0.88643577,12.291346,9.6184458,3.66789626097867E-06
ngc6864,17.7,1.8364781,0.88643577,12.291346,9.6184458,3.66789626097867E-06
ngc6541,7.2,1.7004084,0.8754059,10.304742,7.0332032,3.64209815544603E-06
ngc6541,7.2,1.7004084,0.8754059,10.304742,7.0332032,3.64209815544603E-06
ngc4833,5.7,2.9690728,0.8954993,13.506682,19.451267,3.52889085341401E-06
ngc4833,5.7,2.9690728,0.8954993,13.506682,19.451267,3.52889085341401E-06
ngc6440,7.5,1.7004084,0.8754059,10.304742,7.0332032,3.49641422922819E-06
ngc2298,10.4,7.5988256,0.96826746,14.621091,15.454034,3.48507239517179E-06
ngc2298,10.4,7.5988256,0.96826746,14.621091,15.454034,3.48507239517179E-06
ngc2298,10.4,7.5988256,0.96826746,14.621091,15.454034,3.48507239517179E-06
ngc5824,32.2,0.86235348,0.74691263,10.503767,13.051197,3.483187921778E-06
pal_6,6.2,0.79600876,0.72274489,7.5176178,8.1843712,3.47246772879435E-06
pal_6,6.2,0.79600876,0.72274489,7.5176178,8.1843712,3.47246772879435E-06
ngc6356,13.8,0.24478302,0.20857114,5.870606,6.3775923,3.44106878541976E-06
ngc5024,18.1,0.53892223,0.53253026,13.86926,10.219846,3.36509589965226E-06
ngc2808,8.9,3.2680031,0.90596065,18.671926,16.958541,3.34457051661698E-06
ngc5286,11.3,0.24464193,0.14537925,5.870606,6.3775923,3.19377643042613E-06
ngc6205,6.8,0.457922,0.35013405,14.126873,16.764455,3.02017712711237E-06
ngc6440,7.5,0.32693063,0.17567177,10.304742,5.6838386,3.01394776310614E-06
ngc7078,10,3.2680031,0.90596065,18.671926,16.958541,2.97666775978912E-06
ngc5286,11.3,0.76685214,0.64644375,12.376685,12.472309,2.93414543257515E-06
ngc5897,12.4,5.683504,0.94986361,19.092156,17.20941,2.90972881952581E-06
ngc6981,16.2,1.2812372,0.78281065,12.809666,16.660872,2.90187573362122E-06
ngc6981,16.2,1.2812372,0.78281065,12.809666,16.660872,2.90187573362122E-06
ngc6981,16.2,1.2812372,0.78281065,12.809666,16.660872,2.90187573362122E-06
ngc6981,16.2,1.2812372,0.78281065,12.809666,16.660872,2.90187573362122E-06
ngc6139,9.1,1.7004084,0.8754059,10.304742,7.0332032,2.88166007903422E-06
ngc7078,10,2.9499231,0.89543325,17.583005,17.403463,2.84465916992366E-06
ngc5139,4.9,2.4599651,0.87820487,14.13726,13.412912,2.79713787557008E-06
ngc7089,11.1,1.6583816,0.78375103,28.189085,16.15666,2.76346450636368E-06
ngc6356,13.8,0.24464193,0.14537925,5.870606,6.3775923,2.61519374375473E-06
ngc6139,9.1,0.32693063,0.17567177,10.304742,5.6838386,2.48402288168088E-06
ngc1261,15.2,0.44278758,0.38540219,14.230546,13.602985,2.41508358151601E-06
ngc6356,13.8,0.76685214,0.64644375,12.376685,12.472309,2.40259734696371E-06
ngc5024,18.1,1.1100112,0.69057354,16.4524,26.174162,2.38172070202772E-06
ngc6934,14.4,72.87534,0.99776333,14.260295,16.283503,2.36505195997186E-06
ngc6934,14.4,72.87534,0.99776333,14.260295,16.283503,2.36505195997186E-06
ngc6809,5.1,2.6474716,0.87105747,16.185033,18.042948,2.35326001795485E-06
ngc6809,5.1,2.6474716,0.87105747,16.185033,18.042948,2.35326001795485E-06
Djor2,13.2,1.6583816,0.78375103,28.189085,16.15666,2.32382242580582E-06
ngc2419,90.4,2.4298461,0.89799594,21.146387,19.340175,2.26240885242914E-06
ngc6517,10.1,0.32693063,0.17567177,10.304742,5.6838386,2.23808002210852E-06
ngc6273,8.3,0.59467999,0.46832401,14.604722,16.652515,2.05829647564871E-06
ngc6273,8.3,0.59467999,0.46832401,14.604722,16.652515,2.05829647564871E-06
ngc6205,6.8,0.53056098,0.3959451,16.59354,13.781459,2.04315674653674E-06
ngc6864,17.7,0.24464193,0.14537925,5.870606,6.3775923,2.03896461377487E-06
ngc4590,9.9,2.9690728,0.8954993,13.506682,19.451267,2.03178564287473E-06
ngc6341,8,0.49792762,0.41293992,12.575223,13.233085,2.01031955335648E-06
ngc362,8,0.49792762,0.41293992,12.575223,13.233085,2.01031955335648E-06
ngc6656,3.1,0.52686384,0.35959974,16.287585,14.126873,1.81245766433445E-06
IC4499,17.6,1.5996981,0.75880473,32.351039,17.207972,1.55183891713838E-06
pal_5,21.8,3.8011306,0.93301666,13.382948,14.217607,1.48713008216837E-06
pal_5,21.8,3.8011306,0.93301666,13.382948,14.217607,1.48713008216837E-06
pal_5,21.8,3.8011306,0.93301666,13.382948,14.217607,1.48713008216837E-06
pal_5,21.8,3.8011306,0.93301666,13.382948,14.217607,1.48713008216837E-06
pal_5,21.8,3.8011306,0.93301666,13.382948,14.217607,1.48713008216837E-06
pal_5,21.8,3.8011306,0.93301666,13.382948,14.217607,1.48713008216837E-06
pal_5,21.8,3.8011306,0.93301666,13.382948,14.217607,1.48713008216837E-06
pal_5,21.8,3.8011306,0.93301666,13.382948,14.217607,1.48713008216837E-06
pal_5,21.8,3.8011306,0.93301666,13.382948,14.217607,1.48713008216837E-06
pal_5,21.8,3.8011306,0.93301666,13.382948,14.217607,1.48713008216837E-06
terzan7,21.9,3.8011306,0.93301666,13.382948,14.217607,1.48033953384797E-06
terzan7,21.9,3.8011306,0.93301666,13.382948,14.217607,1.48033953384797E-06
terzan7,21.9,3.8011306,0.93301666,13.382948,14.217607,1.48033953384797E-06
terzan7,21.9,3.8011306,0.93301666,13.382948,14.217607,1.48033953384797E-06
terzan7,21.9,3.8011306,0.93301666,13.382948,14.217607,1.48033953384797E-06
terzan7,21.9,3.8011306,0.93301666,13.382948,14.217607,1.48033953384797E-06
terzan7,21.9,3.8011306,0.93301666,13.382948,14.217607,1.48033953384797E-06
terzan7,21.9,3.8011306,0.93301666,13.382948,14.217607,1.48033953384797E-06
terzan7,21.9,3.8011306,0.93301666,13.382948,14.217607,1.48033953384797E-06
terzan7,21.9,3.8011306,0.93301666,13.382948,14.217607,1.48033953384797E-06
ngc6715,25.4,0.84426026,0.63386663,14.820095,17.61295,1.45116544837173E-06
ngc6402,8.4,1.1204511,0.72974034,13.347715,11.959004,1.41563931452041E-06
ngc6402,8.4,1.1204511,0.72974034,13.347715,11.959004,1.41563931452041E-06
ngc5824,32.2,2.0395234,0.88566894,10.547829,13.018791,1.38388975451453E-06
ngc7492,24.3,3.8011306,0.93301666,13.382948,14.217607,1.33413316013459E-06
ngc7492,24.3,3.8011306,0.93301666,13.382948,14.217607,1.33413316013459E-06
